Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit_Ratio,Sales_per_Item,Discount_Amount,Shipping_Time,Order_Month,Order_Year,Order_Day,Is_Weekend,Profit_per_Item,Sales_Category,Category_encoded,Region_encoded,Segment_encoded
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,2.368891250206628,2.3417663289957527,0.2121533166836726,0.24184714494987572,0.05,189.576,341.2368,0.596187372336922,6,2014,Monday,0,9.4788,High,0,3,0
12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,1.0936309004780982,0.09457366754129916,0.2121533166836726,0.16947781002710818,0.07500000000000001,227.856,182.28480000000002,0.596187372336922,6,2014,Monday,0,17.0892,High,2,3,0
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,-0.3438722954955255,-0.35486486474959156,0.2121533166836726,-0.09909863871153829,0.35000000000000003,5.184,3.1104000000000003,0.596187372336922,4,2017,Saturday,1,1.8144,Low,1,2,0
14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,0.28580555376949596,-0.35486486474959156,0.2121533166836726,0.44369698704616994,0.32499999999999996,135.992,81.5952,0.596187372336922,12,2016,Monday,0,44.197399999999995,High,1,3,0
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-0.25841528242762823,0.5440121998321898,3.11854373079798,-0.6510819477837496,-1.8,13.762,55.048,0.023934529546372672,11,2015,Sunday,1,-24.7716,Medium,1,0,2
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,-0.3647447433153311,-0.35486486474959156,3.11854373079798,-0.13862591189509282,-1.5,0.848,2.0352,0.023934529546372672,11,2015,Sunday,1,-1.272,Low,1,0,2
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",0.6996345653407712,0.9934507321230805,-0.7566434880210966,-0.06548303909638993,0.02,110.98,0.0,1.7406930579180206,11,2014,Tuesday,0,2.2196000000000002,High,1,0,0
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,-0.2797723150599785,-0.8043033970404823,-0.7566434880210966,-0.07968847306969172,0.18,27.75,0.0,-1.120571156034726,5,2014,Tuesday,0,4.995,Medium,1,3,0
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,Art,Newell 341,-0.3550915571157654,-0.8043033970404823,-0.7566434880210966,-0.11173821345253841,0.29,4.28,0.0,0.596187372336922,8,2014,Wednesday,0,1.2412,Low,1,3,0
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone,-0.026279902193058854,-0.35486486474959156,0.2121533166836726,-0.053984987688861674,0.075,71.16,42.696,0.596187372336922,8,2014,Wednesday,0,5.337,High,2,3,0
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",-0.33237062683221313,0.09457366754129916,0.2121533166836726,-0.09081341625229315,0.325,5.68,4.544,0.596187372336922,8,2014,Wednesday,0,1.846,Low,1,3,0
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,-0.33760157547094055,1.4428892644139713,-0.7566434880210966,-0.10073621668730418,0.25999999999999995,2.7800000000000002,0.0,0.023934529546372672,12,2016,Friday,0,0.7228,Low,1,0,1
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",-0.2720061213754875,1.4428892644139713,-0.7566434880210966,-0.055362158322287316,0.25999999999999995,8.620000000000001,0.0,0.023934529546372672,12,2016,Friday,0,2.2412,Medium,1,0,1
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",-0.25430433444835837,-0.8043033970404823,0.6965517190360571,-0.1266881562865638,-0.014285714285714287,35.686,21.4116,-1.120571156034726,7,2017,Sunday,1,-0.5098,Medium,0,1,0
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1.3073713128616338,-0.35486486474959156,-0.7566434880210966,0.9033488173674623,0.22999999999999998,348.21000000000004,0.0,0.596187372336922,9,2015,Friday,0,80.0883,High,0,3,0
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,-0.3501365971782224,-0.8043033970404823,0.2121533166836726,-0.10431020073660345,0.36250000000000004,5.824,2.3296,0.023934529546372672,1,2016,Saturday,1,2.1112,Low,1,3,0
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,-0.2234995025568587,-0.35486486474959156,-0.7566434880210966,-0.07207219865216326,0.13,30.189999999999998,0.0,0.023934529546372672,1,2016,Saturday,1,3.9247,Medium,2,3,0
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4.578800173179875,1.4428892644139713,1.665348523740826,-7.230398106016615,-0.54,440.48999999999995,1541.715,0.023934529546372672,9,2015,Thursday,0,-237.86460000000002,High,0,1,0
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,-0.353393905686387,-0.8043033970404823,2.634145328445595,-0.15244543072499198,-0.7333333333333334,4.809,6.7326,0.023934529546372672,9,2015,Thursday,0,-3.5266,Low,1,1,0
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",-0.1695372931334221,-0.35486486474959156,0.2121533166836726,-0.05605970848193315,0.125,41.4,24.840000000000003,0.023934529546372672,9,2015,Thursday,0,5.175,Medium,0,1,0
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,-0.3635894417754894,-0.8043033970404823,0.2121533166836726,-0.11763281112964355,0.3375,1.632,0.6528,0.023934529546372672,9,2015,Thursday,0,0.5508,Low,1,1,0
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",-0.23034466418042038,0.9934507321230805,0.2121533166836726,-0.08088720063902193,0.11249999999999999,14.384,17.2608,0.023934529546372672,9,2015,Thursday,0,1.6181999999999999,Medium,1,1,0
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",-0.35782256158911324,0.9934507321230805,2.634145328445595,-0.14673269129024247,-0.8333333333333334,1.143,4.800599999999999,0.023934529546372672,9,2015,Thursday,0,-0.9525,Low,1,1,0
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,-0.343538541717349,-0.8043033970404823,0.2121533166836726,-0.10719773395560253,0.22499999999999998,7.88,3.152,0.023934529546372672,9,2015,Thursday,0,1.773,Low,1,1,0
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,-0.3215364657252538,-0.35486486474959156,0.2121533166836726,-0.07987289269574253,0.33749999999999997,9.824,5.894400000000001,0.023934529546372672,10,2017,Thursday,0,3.3156,Medium,1,0,2
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1.392276348527162,1.4428892644139713,0.2121533166836726,0.40477035833912817,0.11249999999999999,156.792,219.50880000000004,-1.120571156034726,12,2016,Thursday,0,17.6391,High,2,0,1
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",-0.06247935044143022,0.5440121998321898,2.1497469260932105,-0.7539855377364001,-0.775,38.184,114.55199999999999,-1.120571156034726,12,2016,Thursday,0,-29.592599999999997,High,0,0,1
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",-0.18698234638503086,2.3417663289957527,0.2121533166836726,0.028850161012288718,0.3125,12.592,22.6656,0.023934529546372672,12,2015,Sunday,1,3.935,Medium,1,0,2
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0.4854532128695296,-0.35486486474959156,0.7934313995065341,-0.3228764866220115,-0.08823529411764706,177.4664,170.367744,0.023934529546372672,12,2015,Sunday,1,-15.6588,High,0,0,2
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",-0.028561622734246086,-0.35486486474959156,0.6965517190360571,-0.1869976429780002,-0.07142857142857144,70.68599999999999,63.617399999999996,0.023934529546372672,12,2015,Sunday,1,-5.049,High,0,0,2
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,0.2267439717160362,0.09457366754129916,0.2121533166836726,0.05592142528632887,0.1125,92.792,74.23360000000001,0.023934529546372672,12,2015,Sunday,1,10.4391,High,2,0,2
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,-0.13268317401247381,0.09457366754129916,0.2121533166836726,-0.05165668990997034,0.11249999999999999,36.792,29.433600000000002,0.596187372336922,9,2017,Sunday,1,4.1391,High,2,0,1
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",-0.2438616921965676,-0.8043033970404823,-0.7566434880210966,-0.10571213141241555,0.05,38.94,0.0,0.596187372336922,7,2016,Sunday,1,1.947,Medium,1,3,1
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",-0.21540276426513522,-0.8043033970404823,0.2121533166836726,-0.08151730102802883,0.1,47.808,19.1232,0.023934529546372672,9,2017,Tuesday,0,4.7808,Medium,1,2,1
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",-0.2950479687534402,-0.8043033970404823,-0.7566434880210966,-0.03793194227679169,0.43000000000000005,22.99,0.0,-1.120571156034726,3,2016,Friday,0,9.8857,Medium,2,0,1
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,-0.34081074641494513,-0.8043033970404823,-0.7566434880210966,-0.08730346679537261,0.47000000000000003,8.73,0.0,-1.120571156034726,3,2016,Friday,0,4.1031,Low,1,0,1
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-0.028718872110502287,0.09457366754129916,-0.7566434880210966,-0.08614145239233958,0.04,52.99,0.0,0.596187372336922,10,2014,Monday,0,2.1196,High,1,0,0
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,-0.29662046251600244,-0.35486486474959156,-0.7566434880210966,-0.10120409610895158,0.11,15.0,0.0,0.596187372336922,6,2016,Monday,0,1.6500000000000001,Medium,2,1,0
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",-0.3338468454664552,-0.8043033970404823,-0.7566434880210966,-0.09627770146861311,0.27999999999999997,10.9,0.0,0.596187372336922,6,2016,Monday,0,3.052,Low,2,1,0
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",-0.30749955201617785,0.9934507321230805,-0.7566434880210966,-0.045650245144843636,0.47000000000000003,6.37,0.0,0.023934529546372672,4,2015,Saturday,1,2.9939,Medium,1,0,0
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,-0.2481940729709737,0.9934507321230805,-0.7566434880210966,0.02850693559713863,0.47,12.530000000000001,0.0,0.023934529546372672,4,2015,Saturday,1,5.8891,Medium,1,0,0
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,-0.35894256224857085,-0.8043033970404823,-0.7566434880210966,-0.10971301274423981,0.48,3.08,0.0,0.023934529546372672,4,2015,Saturday,1,1.4784,Low,0,0,0
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",-0.22443016213061998,-1.253741929331373,-0.7566434880210966,-0.04934418733053244,0.19,89.99,0.0,0.023934529546372672,4,2015,Saturday,1,17.0981,Medium,0,0,0
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,-0.3443408344533502,1.4428892644139713,-0.7566434880210966,-0.09562625621547997,0.41,2.18,0.0,1.1684402151274713,12,2016,Sunday,1,0.8937999999999999,Low,1,1,1
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1.2838159981326402,0.5440121998321898,-0.7566434880210966,1.1527447712022605,0.29,205.99,0.0,1.1684402151274713,12,2016,Sunday,1,59.7371,High,2,1,1
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,-0.034174462715310036,0.9934507321230805,-0.7566434880210966,0.10024873151459446,0.25,34.76,0.0,-1.6928239988252753,6,2016,Friday,0,8.69,High,1,1,0
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,-0.3168382394632311,0.5440121998321898,-0.7566434880210966,-0.05594444621565141,0.48,6.4799999999999995,0.0,-1.6928239988252753,6,2016,Friday,0,3.1104,Medium,1,1,0
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,0.14369383685614237,0.5440121998321898,-0.272245085668712,-0.09203434248031465,0.02222222222222222,63.882000000000005,31.941000000000003,-1.6928239988252753,6,2016,Friday,0,1.4196,High,0,1,0
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",-0.3454640442837517,-0.8043033970404823,-0.7566434880210966,-0.09250051431283193,0.48,7.28,0.0,-1.6928239988252753,6,2016,Friday,0,3.4944,Low,1,1,0
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,-0.3206892445960366,-0.8043033970404823,-0.7566434880210966,-0.10824790127061402,0.11,15.0,0.0,-1.6928239988252753,6,2016,Friday,0,1.65,Medium,2,1,0
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,-0.29103650507343454,0.09457366754129916,0.2121533166836726,-0.05248657822719894,0.33749999999999997,12.12,9.696,-1.6928239988252753,6,2016,Friday,0,4.0905,Medium,1,1,0
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,-0.36613110516314107,-1.253741929331373,-0.7566434880210966,-0.11874957442072895,0.5,1.68,0.0,-1.6928239988252753,6,2016,Friday,0,0.84,Low,1,1,0
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",-0.3463947038575131,-0.8043033970404823,-0.7566434880210966,-0.09607620595126132,0.44,6.99,0.0,1.1684402151274713,11,2015,Tuesday,0,3.0756,Low,2,3,0
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",-0.32738999352711806,0.9934507321230805,0.2121533166836726,-0.08237280318220891,0.3625,4.304,5.1648000000000005,1.1684402151274713,11,2015,Tuesday,0,1.5602,Medium,1,3,0
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,-0.13338598244921082,-0.35486486474959156,-0.7566434880210966,0.17206608825105718,0.47000000000000003,48.91,0.0,1.1684402151274713,11,2015,Tuesday,0,22.9877,High,1,3,0
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,-0.2408450715092033,0.09457366754129916,-0.7566434880210966,-0.026997395282196426,0.27999999999999997,19.94,0.0,1.1684402151274713,11,2015,Tuesday,0,5.5832,Medium,0,3,0
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",-0.026865575890339655,0.5440121998321898,0.6965517190360571,-0.1873199504263066,-0.07142857142857142,42.623000000000005,63.9345,0.596187372336922,4,2015,Thursday,0,-3.0445,High,0,0,2
